,features,difficulty,comment,quality
1584,We had to read 5 books for this class and write 3 papers. He's an easy grader so don't bother putting much thought into the Sitting in is awful but it's A. You are allowed miss classes after that he dropped your final grade by a full letter grade. No exams definitely plus as well.,1,😎awesome,1.0
1585,"He brings up interesting points throughout our discussions, but I found it very difficult to follow his train of thought. This was especially irritating because he would randomly call on people during class, and oftentimes throw between 3-4 questions you at a time. You have been forewarned.",2,😎awesome,2.0
1586,"I'm sorry, but he doesn't do ANYTHING. He is not a good teacher. I learned nothing. got an A though, so if you're going for easy this they way to go. You get any criticism, you'll your A.",1,😎awesome,1.0
1587,"Forget his bad reviews. He may stray from topics time to time, sometimes likes the sound of own voice, but he is always interesting. Very funny, very intelligent, knows what he's talking about. Will listen. And willing work with you, and never a bullying professor like some. Loved him.",1,😖awful,2.0
1588,"If you're registered for one of Prof. Saunders courses CONGRATULATIONS! This class was an amazing experience. It will challenge you to think critically about the state world we live in. He is intellectually stimulating as he inspires not only analyze past, present and future situations-he encourages create change....Enjoy!",1,😖awful,1.0
1589,"Professor Saunders is a bonified badass...He one of the most astute human beings I've encountered in my college experience. Also, he's funny, funny dude.",1,😖awful,1.0
1590,"We're supposed to meet Monday, Wednesday, and Friday, but Saunders cancelled all Friday classes because he said was busy. We apy this clown's salary, only shows up for work 2/3 of the time. And when does show up, doesn't say anything. just talk among ourselves until period is over. He should be fired this.",1,😖awful,1.0
1591,I love Dr. Saunders style and approach in teaching. look forward to reading his body of work any he recommends. recommend course with him.,1,😐average,2.0
1592,"I'd love to comment on how he taught...only didn't. He didn't teach me ANYTHING,or make one insightful comment. assigned his own book, which proved be irrelevant the course...how tacky. It's easy, but nothing is learned. The students do all of lectures, proves extremely boring. What a disapointment and waste.",1,😐average,1.0
1593,"dr. saunders is just a nice person in general. It's difficult to teach course such as this, and I think his discussion-style method appropriate. he's great professor - he wants you do well.",2,😎awesome,2.0
1594,"If he would actually teach something...all books are at Borders, oral presentations every day, cancels many classes, easy grader on papers.",1,😎awesome,1.0
1595,"Fantastic- very interesting, would do funny stuff to keep us interested.. and he knows his stuff... I highly recommend.",2,😎awesome,2.0
1596,"i loved this class, the theory and readings. used a discussion format with little lecture, leading to engaging discussion. plus, prof has no qualms about redirecting us white folk on concepts of race. highly recommended.",2,😎awesome,2.0
1597,"Disaster. Doesn't say anything. Made us buy his stupid book, which had nothing to do with the course. show up for class.",2,😎awesome,2.0
1598,He was so boring. Lecture pointless to go to. His notes and homework had no correlation the exams.,1,😖awful,1.0
1599,"The class was kind of difficult, but Tony did what he could. I definitely recommend going to the help sessions though. Accounting in itself can be pretty boring, at least Grieg had a sexy accent...",2,😖awful,2.0
1600,"Overall, the class was very reasonable. Not too easy, not hard, provided good resources to prepare for exams. His lectures were a little unorganized at times and written homeworks I thought excessively long tedious.",2,😎awesome,2.0
1601,,1,😎awesome,1.0
1602,"This is a pretty hard class, but useful content. I am not number person, working at the able to understand it. Professor Grieg great teacher.",1,😐average,2.0
1603,She is a little on the quiet side and expects you to put in work but she willing help give feedback. Intimidating at first really nice! Expect spending extra time studio will end class feeling like learned something!,2,😎awesome,2.0
1604,"I would not recommend this class to someone who doesn't need it; it's as ""beginning"" you might think. Be prepared spend several, several hours outside of get all projects done on time! Linda gives really good advice but only if specifically asked. You will be expected teach yourself how use materials.",2,😎awesome,2.0
1605,She is an amazing art/drawing teacher. I took her class because its a required course for graphic design students. So expect to be in the studio outside of class. great person and teacher willing help if you ask it.,1,😐average,2.0
1606,Very helpful for beginner and advanced drawing.,2,😐average,2.0
1607,"If you are an art student, better take her class for future development.",2,😎awesome,2.0
1608,Linda is a great person and really knows what she's talking about. Sometimes it's hard to understand she means when giving out assignments but if you read the problem sheets thoroughly should be fine. The work fast-paced nothing can't handle. once get know her can very understandin,1,😎awesome,2.0
1609,Her class is really easy. she very understanding and easy to get along with. As long as you show that try on every project will never give a grade lower than B. Overall I think creative person who loves what teaches.,2,😎awesome,2.0
1610,I would recommend this class to anyone interested in art! Linda is a good professor!,1,😎awesome,1.0
1611,I love Linda! She is an excellent person and professor! definitely recommend taking this class!,2,😎awesome,2.0
1612,Very boring. Nobody goes to lecture. These things we do observe art are very pointless and not fun at all. Just an all-around poor class.,1,😎awesome,1.0
1613,"Participate in critiques and you'll need the book for her reading assignments. Everything we did I'd done high school/middle school. Draw a bottle, draw peanut, pine cone, chairs. It was pretty boring but I guess that's what separates artists from people who can just well.",2,😎awesome,2.0
1614,This class was in no way a beginner class. She loves to comment on work and tell you how/how not do stuff but her point usually doesn't come across if it isn't dealing with artwork. Very very lenient due dates.. Must take notes out of book every chapter... BORING kinda pointless me it's art make don't read about it.,1,😎awesome,1.0
1615,"Class is straight up lecture. Pretty much reads from the book so its no problem if you miss class. Not a terrible teacher, material pretty dull.",2,😎awesome,2.0
1616,"Hard class for beginners drawing, but if you work hard will do well. She knows what she's talking about. I learned a lot from her. Linda is also very involved in the community so can use her as source to get some published or shows.",1,😎awesome,1.0
1617,only sat through one full class and still got a b-,2,😎awesome,2.0
1618,No Comments,1,😎awesome,1.0
1619,"It is almost not worth your time at all to come class. She does offer a lot of extra credit and her class pretty straight forward you just have study, but it soooooo boring.",2,😎awesome,2.0
1620,Horrible. Avoid at all costs.,1,😎awesome,1.0
1621,"Excellent professor on all accounts. I took a compilers class from him his first semester teaching after getting PhD. He is easily one of the best professors in department, he probably only who knew me by name my entire college career.",2,😎awesome,2.0
1622,This professor is great. I can't wait to have another class of his.,2,😎awesome,2.0
1623,"Very good lecturer, and knows his stuff. Ask a question he'll give you answer on the spot not matter how hard question.",2,😎awesome,2.0
1624,"I was a TA for Dennis 2 semesters. It great pleasure to work with him, he always available assist us any teaching issues that arose, and one of the best lecturers in computer science have ever seen.",1,😎awesome,1.0
1625,GREAT lecturer--brings the material to life.,2,😎awesome,2.0
1626,Very hard but very rewarding. Helps students out any way he can. Suggest him to anyone who actually wants learn the subject.,1,😎awesome,2.0
1627,"Keeps you alive in class, great sense of humor (except when he quotes Star Trek), and very helpful. I'll never forget the day ""ate his words"" (after saying would not need an errata page, we found bugs, so wrote words on a piece paper, tore up ate whole thing lecture.)",2,😎awesome,2.0
1628,"He is so full of himself that often forgets to do his responsibility, teaching, instead bragging. Tries act as if he wants be helpful the students but ended up making class harder. Do not trust most thing said cause such a big liar. Why did Purdue ever hire this prof?",2,😎awesome,2.0
1629,Probably one of the worst professors at Purdue. Projects' grades were posted a month after it is due. How could you learn in such class? Set high standard that even he himself not surpass. He might be funny but probably needs to sort his priority first: how teach joke.,2,😎awesome,2.0
1630,This guy makes the course really hard!!! Don't ever take with him.,1,😎awesome,2.0
1631,"His class was difficult, but he always willing to help and provided tons of TA hours if you needed extra help. Also, went very in depth on a varity topics that were all interesting. And had good sense humor.",2,😎awesome,2.0
1632,"He was a bitter grad student when he taught this class, and it quite clear. Maybe he's better now. ;)",2,😎awesome,2.0
1633,Great lecture style early in the morning. The class was hard but fair.,2,😎awesome,2.0
1634,"I love this man. He makes C interesting, and he's always open to people's opinions of the class.",2,😎awesome,2.0
1635,No Comments,1,😖awful,1.0
1636,"This guy rocks! The funniest computer-nerd professor there is. His class may be a little tough, but his lectures make it all worthwhile. Brylow is L337!",2,😖awful,2.0
1637,"Lectures are poorly taught, and labs, recitations, homeworks have nothing to do with what appears on the exams. Very possible get an A due curve, but make sure review in-class quizzes iClicker questions. Professor just talks at class instead of teaches, explanations concepts aren't clear. TAs also hate class.",1,😖awful,1.0
1638,Labs for his sections were graded wildly different. Students emailed him about it and he didn't respond. He had 0 idea what was going on in recitations labs even though they a big part of our grade. Messed up dates the calendar multiple times. Had no grade cutoff because syllabus wrong add up.,1,😖awful,2.0
1639,"I am a biology major that had to take Physics. This class is awful at the end of it. TA's all grade differently and there no weighted difference between sections. There clear cut for an A, B, or C. The top 1/3 gets A's others get B While this might seem easy, it you don't know your actual letter until after finals.",1,😖awful,1.0
1640,He sometimes just throws random Russia facts in (offhandedly mentioning Sputnik or writing out the entire name for AK-47). Which makes class entertaining to listen to. actually puts personality into his lectures and them very entertaining. His iclicker questions are tough but help.,1,😖awful,1.0
1641,Awesome prof,1,😖awful,1.0
1642,"Decent explanations, however, Sergei's most redeeming quality is that every test tough but fair. Reading the book + doing homework guaranteed A. The may be and difficult, it never felt impossible.",2,😖awful,2.0
1643,He doesn't look like a phys prof. I think he should teach biology only.,2,😎awesome,2.0
1644,"Great professor. Very knowledgeable, great lecturer, and helpful in understanding physics.",1,😎awesome,2.0
1645,"I am a physics Major, so was pretty familiar with most of the material, but things that did not know, he explained very well. When had question in class or after class, always willing to help. He also enthused talk about his research and it becomes obvious loves when you him it.",2,😎awesome,2.0
1646,"great professor. awesome accent, yet very easy to understand. his powerpoint slides are too. i would definitely take a class with him again.",2,😎awesome,2.0
1647,"good sense of humor, looking",2,😐average,2.0
1648,Awesome professor. Always very happy and has a smile on his face. Explains things well makes sure you understand them.,1,😐average,2.0
1649,Great Professor. He explained the difficult topics in this course well. is allways willing to help you course.,1,😖awful,1.0
1650,Great professor. He made a difficult course seem easy. I learned lot in this class.,1,😖awful,2.0
1651,No Comments,2,😎awesome,2.0
1652,"I loved it because you don't have to go class like, EVER. know a not-so-smart guy who did not once (not even the first day) and ended up with C. Doesn't mean dont study for this class, means class.",1,😖awful,2.0
1653,"Very very friendly, nice professor with a fun accent (actually, it was kind of like being taught by Harry Potter...I love the accent). But sweet Christ, this most boring class I have ever taken. After first two weeks, showed up only to exam days, ended B+.",1,😖awful,1.0
1654,Class wouldn't have been very hard if it was easier to pay attention in class. Like people said she isn't the best lecturer. Her tests aren't hardest and book is a decent supplement you don't get lectures. Plus nice. Just harder than should because its THAT boring.,2,😎awesome,2.0
1655,"Very sweet professor. She did tend to drag out lecture just for the purpose fill time slot, but that only gave her more opportunity understand material. a very good job explaining. understanding teacher. Book is useless. Study notes well and you will do well. Attendance quizzes help you, cannot hurt you.",1,😎awesome,1.0
1656,"She is a nice lady but horrible teacher. Her class boring, drags on forever and the book only confuses you more. If can help it DON""T take her classes.",1,😐average,2.0
1657,VERY boring! I have never fallen asleep in a class before this class. Not fun at all!,1,😐average,2.0
1658,"The classes are extremely slow and boring. You can get A's And B's on her exams by extensivily studying your notes, I did not once open the book.",2,😎awesome,2.0
1659,"She is a little boring, but all you have to do go class get an A. spends so much time explaining the material that cant help understand everything. The book useless, dont think can just read notes well, she 10 minutes on each slide and brings up not in slides, easy A if",1,😎awesome,1.0
1660,Great teacher although a little boring...Her voice just drones on and almost without any change in intonation...But her exams COULD be harder-so I was happy with my A.,1,😖awful,1.0
1661,"This class is pretty interesting, so I can usually stay awake during it. However, have 4 power hours in a row, early the morning, and this my last class....so sometimes fall asleep. The fact that she has most calming monotone British accent world doesn't help ability to awake....but when I'm suffering from insomnia i wish could hear her lecture, cuz I'd be able pass out easily. Overall....easy class. spent 2 studying for first test got top 10%",2,😖awful,2.0
1662,MOST BORING CLASS I EVER TOOK. DID ALL COULD TO DRAG MYSELF THERE BUT SOMEHOW STILL MANAGED FALL ASLEEP OR NOT GO. DEFINITELY WHAT THE COURSE DESCRIPTION MADE IT SEEM BE.,2,😎awesome,2.0
1663,No Comments,1,😎awesome,2.0
1664,"She's nice enough, but veeeeeeeerry boring. Class was extremely easy though despite the fact that I didn't have best attendance record...The final 30 questions, multiple choice, non-cumulative. It took me 15 minutes. NICE.",1,😐average,2.0
1665,"she is so unhelpful and not at all understanding, very rude to be a professor",2,😐average,2.0
1666,"Obviously very knowledgeable, but clearly much more suited for research than teaching. Can take even the most interesting subject and make it unbelieveably boring. Stretches 40 minutes of matereal into 1 hour 15 minutes. Terribly, terribly",2,😎awesome,2.0
1667,CHANGE SECTIONS!!!,1,😎awesome,1.0
1668,"I slept through her classes because she went so slowly. She puts notes online, though, and with them it made attendence almost completely unnecessary. The quizzes were pointless. Very easy class, a very curve.",2,😎awesome,2.0
1669,"I hate powerpoints especially black and white slides. This class as a powerhour is not fun to sit through. The book interesting however lecture not, she moves very slow repeats her thoughts throughout class. She interested in topic.",1,😎awesome,2.0
1670,"Liked the class. Don't skip, b/c there are attendance quizzes.",1,😐average,2.0
1671,She is a lovely professor with beautiful accent,1,😐average,1.0
1672,"Extremely kind professor. Knows life happens and works with you to best accommodate your needs. When he explains things, it sometimes does not make the most sense, but until understand it. In IMP, TAs are either great or trash, if work Hirsh can be successful. Exams numbers changed on study guide.",2,😎awesome,2.0
1673,Solid dude. I don't understand the negative reviews. Inadvertently hilarious at times,1,😎awesome,1.0
1674,"The ScaleUp version is terrible - do NOT take it. Professor Hirsch obviously knowledgeable about physics, but he made me feel dumb every time I asked a question. Furthermore, the online lectures are not helpful AT ALL and often leave you more confused than if just didn't watch them. Save yourself stress normal version.",2,😎awesome,2.0
1675,His PHYS172 made me transfer from CS to Physics.,1,😎awesome,2.0
1676,Great teacher.,1,😖awful,1.0
1677,Awesome teacher. Really taught me how to physics speak.,2,😖awful,2.0
1678,I struggled in this class because the online lectures were not helpful SCALE UP version. He would explain things clearly and expect people to know everything. went office hours SI sessions still did do well on class. i pass feel didn't learn well. Would definitely take a different prof,2,😎awesome,2.0
1679,"Professor Hirsch knows his physics. This both helps him and hurts him. He can always explain a problem when approached one on one. However, in class, explanations are not sound. Goes through slides too quickly. Exams very difficult, but the class is curved so its okay. Wants you to succeed will help do that.",2,😎awesome,2.0
1680,"Professor Hirsch is the exceptional exception to status quo physics professor . In a research 1 university, he genuinely cares about each individual student and wants every succeed. Before going into PHYS172, remember that you pass almost more than do.",2,😎awesome,2.0
1681,"Hirsh is a really caring professor and wants you to succeed. Unfortunately, due the nature of PHYS 172 his lectures usually aren't going be enough for get decent grade. Read textbook, do in-class example problems on your own, go office hours at least once. Take advantage what he offers you'll B.",1,😎awesome,1.0
1682,Tries so hard but can't even answer his own test questions. Terrible at explaining things and gets mad when students don't score high on challenging exams.,2,😎awesome,2.0
1683,"Goes through slides kind of fast, and I can't really say that he's accessible outside lecture, but other than not a bad professor.",1,😎awesome,1.0
1684,"He is clearly very smart, and understands the material he teaching. However, a horrid in lecture. trys his best to teach you material, but not good.",1,😖awful,1.0
1685,"He's pretty bland in lecture, if you ever have him. He was assigned as my teacher yet he never taught the class. Seems like an okay guy, just doesn't really that ability to help students understand a concept",2,😖awful,2.0
1686,Not very understanding. good at teaching new concepts.,2,😎awesome,2.0
1687,Prof Hirsh helped me several times during the semester. He also encourages questions and honestly loves what he does. I originally did not have him as my lecturer but switched because was so much more helpful. teaches material well. If you pay attention class there were based of lecture slides.,2,😎awesome,2.0
1688,"He is the worst professor I have ever had. He's very disorganized and can never explain anything. The only thing that got me through this class was reading book... READ IT RELIGIOUSLY! Lectures are no help, in fact they might even hurt, but you to go for clicker questions. Tests really tough, phys dept often makes mistakes. BAD",2,😎awesome,2.0
1689,"The problem isn't really with any of the lecturers for 172, but rather Physics department. I'd say you're pretty much going to be in same boat regardless instructor you pick 172. Do your homework, READ THE BOOK, study exams, and find some resources you'll make it through class.",2,😎awesome,2.0
1690,"To be fair, he is one of the best physicists at Purdue, but worst teacher to teach in phys deportment. His exam very hard, I wanna say 172 physics class even though it s tough, and will benefit your future.",2,😎awesome,2.0
1691,Lectures are useless,2,😎awesome,2.0
1692,"I cannot say enough nice things about Professor Ogles. struggled hard with test anxiety in college. went to him and showed that was getting therapy for it, explained the situation. He incredibly understanding did everything he could help me. While lectures were boring, is an amazing professor. Be ready read book",2,😎awesome,2.0
1693,"This class is extremely simple and Prof. Ogles so nice. There honestly no need to go as long you read the assigned chapters look over lecture slides. The reading does take a while but only other assignments were three 250 word reaction ""papers"".",1,😎awesome,1.0
1694,Class attendance is not only required but pointless. Literally all he does read the notes that are posted on blackboard. This class was so easy. The two papers and three extra credit options completion grades. No final. amazingly,2,😎awesome,2.0
1695,"The class and the information that Dr. Ogles presents is quite easy; however, sometimes his wording strange. If you do reading go to in once awhile, you'll well enough. Also, extra credit! Easy points.",1,😎awesome,1.0
1696,"pretty easy class...do what is asked and you will recieve a high grade. reading the book must (watch out for all colorful boxes captions). he isn't most animated lecturer, but material somewhat interesting so it's bearable",2,😐average,2.0
1697,"An interesting class, I actually learned quite a bit. Although attendance to lecture is not mandatory, it certainly helped. Read the assigned material and use power points (posted Blackboard) you should be fine. Do extra credit, easy!! The prof. does award A+'s, just A's & A-'s.",1,😐average,1.0
1698,No need to go class because his lecture is almost verbatim the power point slides he posts online. Don't read whole chapter just colorful boxes inside assigned chapters for test. Tests are pretty straightforward...spend around an 1 hr. 1/2 hrs reading over notes and you'll do well.,1,😐average,2.0
1699,Boring professor who would rather name drop and attempt to make jokes than teach the subject matter. Quite pompous.,1,😐average,1.0
1700,"Ogles is a very patient, good natured person, although quite boring in his presentation of the information. However, information he presents extremely vital to anyone going into communication field, so you learn look past boringness. So what if was boring, it easy and helpful.",2,😎awesome,2.0
1701,"You need the book no matter what, lectures yield nothing important that you can't get from book. Test cover even smallest details in book, captions under pictures are fair game for test. very hard because of such detail and willing to make questions harder students than be. I give him a ""C-.""",1,😎awesome,1.0
1702,"I'm sure he's a nice man, but lectures were so terribly boring. Its really all too tempting to take nap. Read the book carefully and pay attention captions, sidebar type things, graphs.",2,😎awesome,2.0
1703,"He enjoys putting questions on the test that are from tiniest details in book- even when i read VERY intently, it's hard to get these correct because they're so specific. Needs make lectures more interesting...",1,😎awesome,2.0
1704,"I rarely went to lecture after the first exam because none of information in lectures helped that much on tests. read chapters before each test and got a B every test. The are good for reinforcing what you read, but he'll ask questions exams about captions books so definitely make sure do read.",2,😎awesome,2.0
1705,Ogles is a very smart and pleasant man.,1,😎awesome,1.0
1706,No Comments,1,😖awful,2.0
1707,"THe class is dry at times but he means well and always willing to help...just read the book, go study you'll be fine.",1,😖awful,1.0
1708,"I had Com. 250 my freshman year and it was a breeze. Yes, dry at times...and lot of people skipped classes because it's in huge lecture hall. Turns out so many re-take Com 250. It's really not hard. Just read the book look over notes. pissed when he is discouraging. am now Purdue alum retrospect, just preparing you helping to realize need be driven. Props Ogles!",2,😎awesome,2.0
1709,"I thought the class was a breeze. If you take time to read ch's and fill out study guides, basically memorize material you're set. did think he VERY discouraging, though. has industry experience is fairly knowledgeable however.",1,😎awesome,1.0
1710,"i thought professor Ogles was a pretty good teacher. lots of real life experience and stories related to subject matter. lectures were little difficult stay attentive in, mostly because it power hour. he definitely discouraging about the field communication, but don't think unjustly so, students need all sides story. every com grad know is now secretary or used car salesman, so there's some truth it.",2,😐average,2.0
1711,Most discouraging Comm Professor. I'm doing just fine with my Communications degree... thank you very much!,2,😐average,2.0
1712,"Frederickson is quite competent. He makes the course very rigorous and truly knows how to get best from students. There will be stressful assignments where you'll feel completely in over your head, but if you give it some tenacity, come out of his class way more clever than were before. when help let be.",2,😎awesome,2.0
1713,"Class was very informative and interesting. You will enjoy his course if the material is something you're interested in. If just taking because it's required you don't have much interest, I would recommend another professor.",2,😎awesome,2.0
1714,"Best professor ever. Very visual in his explanations. You just need to come class and actually listen! His lectures are not so fast, which gives you time take notes *and* understand the material inside class. If do homework yourself, you'll be fine on exam",2,😎awesome,2.0
1715,"Literally 3 weeks behind his own syllabus by the time exam 2 came, and yet apparently wasn't able to update syllabus. Gets confused during lecture, talks super slowly yells at students for talking when we ask each other clarification. Doesn't respond emails, can't explain material well confuses more. 52% C.",2,😎awesome,2.0
1716,"BEST algorithm class EVER had! Strongly recommended to those who may not familiar with this area. Nice professor and surely knows his staff, just follow step you'll get it. You need do lots of work after if you're a CS person though. P.S He really is funny jokes, don't be fooled by him!",2,😎awesome,2.0
1717,"Professor is nice. However, he sometimes makes a lot of mistakes in class. The test very tough, the average score about 60% every time. But final grade curved lot. His lectures are important. Since content exam based on his lecture not book.",1,😎awesome,2.0
1718,Absolutely horrible. The most boring lectures that drone on and about a simple topic. Does NOT help you prepare for his assessments (quizzes AND tests). Homework assignments are graded tough whole class is poorly cooridnated,1,😖awful,1.0
1719,"Worst Prof in computer science.Took this course twice, he taught so much worse than the other one. Speaks slow, definitely will get lost before gets something important. Handwriting unreadable,making class useless. Programming assignments handout are vague and scores strict! Do not take his class, or you regret! Believe",2,😖awful,2.0
1720,Good Prof. Very responsible for what he teaches. Admirable.,2,😎awesome,2.0
1721,Never post anything on website. Time consuming homework. Laughing without reason at class.,2,😎awesome,2.0
1722,Lecture consists of students copying down what he types on an overhead projector. Time consuming assignments. Boring. Avoid.,2,😎awesome,2.0
1723,Very teaching oriented. Explains very clearly what he expects of students.,1,😎awesome,1.0
1724,"Great professor. Made the concepts and algorithms very clear. A little peculiar, but willing to help in or out of class. In response person that said he wanted 90% fail - After midterm, gave even lowest grade a C... no one class was going if they attempted other assignments.",1,😖awful,1.0
1725,had him for 182 the first time it was offered and did not have a good experience. 381 later found that he actually very prof knows what is talking about.,1,😖awful,2.0
1726,Not good,1,😖awful,1.0
1727,"One of the best professors I have had. He definitely knows what he is talking abt. Makes class fun and challenging. eccentricity - likes to make jokes from some long gone era, then gets flustered when students cant get any context on his jokes!",2,😖awful,2.0
1728,Excellent and fun teacher!,2,😎awesome,2.0
1729,No Comments,2,😎awesome,2.0
1730,No Comments,1,😖awful,1.0
1731,No Comments,2,😖awful,2.0
1732,"Took this class Spring 2013, and enjoyed it greatly! Prof. Shackelford is a little quirky, but just be respectful, pay attention, participate. Like another commenter said, make sure she knows your name! Also I'm pretty large part of grade depends on participation thoughtful answers to questions in class. I learned lot!",1,😐average,2.0
1733,I learned so much in this class! Shackleford really made me think about the world and my own personal views of world. My presentation was towards end semester we ran out days class. She just told to turn outline a got an A! Make sure speak up she knows your name!,1,😐average,2.0
1734,"Take everything you hear about her with a grain of salt. She is difficult at the beginning semester, but she softens. If actually talk to her, lovely woman-- one my favorite professors. Do readings, participate in class, and think what say/write.",2,😐average,2.0
1735,"The first day of class she walked in and was extremely rude to the teacher still classroom (what are you doing MY room?). She says that is hard chase out students who don't want be there, but it terrifying. do reading, will quiz if isn't participating. easy grader, fairly nice after week",1,😐average,1.0
1736,Jumps on you for the slightest things; makes feel terrible about yourself and dread coming to class.,2,😐average,2.0
1737,"While she is a difficulty prof. and has no problem with calling you out, if give her chance the most interesting i've had. forces to think start discussion. taken two of classes. she's awesome!",1,😐average,2.0
1738,"This woman is the most uptight person you will ever meet. Refuses to see anyone's problems but her own. Go class and DON'T be late, or she shut door in your face. Don't click pen class, don't talk whisper text, sit up straight, say ""yup"" her...that's a start of list rules.",2,😎awesome,2.0
1739,She definitely wanted her students to be introduced new ideas in this course. Make sure you go class! You can only miss a couple of days without dropping letter grade. If don't read she will call out and (it happened my class) kick whoever didn't out.,1,😎awesome,2.0
1740,"Doesn't accept emails. Takes six weeks to return papers class of 20 despite only teaching two days a week. No feedback or grade explanation on assignments when she finally hands them back. Thinks 30% students drop in first week because the expected workload difficulty, but it has more do with her. Nice person outside class, bad prof.",1,😖awful,1.0
1741,"Dr. Shackelford is a very challenging professor, but it pays off. She quite hard the first couple weeks of class so people who don't want to discuss will drop out. Do readings and keep an open mind.",2,😖awful,2.0
1742,"She really challenges you, make sure you do the readings, very helpful but need to be proactive in her class, if have a problem or question, just talk and she'll help you. Very nice woman, funny. She's dynamic keeps on your toes. Awesome class.",2,😐average,2.0
1743,"Definitely dramatic. Didn't seem to have time for all her students, just favorites.",1,😐average,2.0
1744,She definitely has her opinions and favorites in class but I enjoyed the nonetheless. By end it was pretty redundant overall enjoyable read some really interesting texts. Don't take unless you're ready to discuss - she WILL call you out.,1,😖awful,1.0
1745,"Great professor despite her rough appearance. Very caring for students and fair in grading. Keep an open mind when taking classes she'll introduce you to a lot of new ideas. professor, really got me interested the texts!",2,😖awful,2.0
1746,"Be prepared for a semester of fallacious reasoning. Despite her erroneous ideas, she is really quite fair and evenhanded.",1,😐average,2.0
1747,"challenging on a personal level. an eye-opener. write what she wants to hear, use proper grammar in your papers, and participate discussion. she's very nice, understanding if you talk with her.",2,😐average,2.0
1748,She was real passionate about what she teaches but if you do asks and are on her good side by doing is a great teacher!,1,😐average,2.0
1749,Very informative class...I learned quite a lot.,1,😐average,1.0
1750,Very interesting course...my first English class where I was actually able to stay awake: my favorite this semester,2,😎awesome,2.0
1751,No Comments,2,😎awesome,2.0
1752,"The class is brutal. Homeworks take many hours to complete (no exams though, phew) and there are not examples guide you through them. However, I believe that intentional get students work on challenging problems independently (as would do in the real world). Dr. Frueh very helpful if reach out her.",2,😎awesome,2.0
1753,"Honestly, I really love Dr. Frueh as a person, but her graduate-level course (AAE 590) is rough. The homeworks are lot of work, there only one office hour week, she doesn't post homework solutions, and barely any example problems. interesting for sure, would NOT recommend taking it an undergrad.",2,😎awesome,2.0
1754,"The class is awful, the professor good. Be prepared for worst. Never, EVER, procrastinate with this class. Frueh very good at explaining concepts and covering examples in class, but exams homework are unnecessarily long, difficult, usually complicated. Exams in-class many people don't finish. to work.",1,😐average,2.0
1755,"The class was pretty brutal all around. Frueh makes an active effort to make the material enjoyable for students in class, but ultimately that doesnt change how challenging is. She frequently mistakes her work lectures (which usually end up corrected by students) and homeworks are ridiculously long.",2,😐average,2.0
1756,This class will hinder your graduation more than walking underneath the bell tower.,2,😎awesome,2.0
1757,She's a very passionate teacher and she makes that clear from day one. Homework is hard to do on your own so make sure you goto the office hours. Her exams are horrendous as gives 8 problems solve in 45 mins whereas hws take week 3 problems. She turned me off dynamics concentration because of this class.,2,😎awesome,2.0
1758,"If you will sit close enough to hear what she says, be fine. Exams are easy.",1,😖awful,1.0
1759,"Professor Frueh is a decent professor. At times, her lectures drag and handwriting hard to read. She good at teaching the subject, use of iClickers makes class entertaining. TAs are incredibly helpful nice. They put in lot effort help you do well. The does give ton homework.",2,😖awful,2.0
1760,"She makes lecture fun with iClicker questions, but expect to work hard on hw and exams. Overall good class if you enjoy D&C. Despite the low test averages, she curves generously at end.",1,😖awful,1.0
1761,Homework is about 20 pages long per week.,2,😖awful,2.0
1762,"She is a really good professor in that she passionate about teaching. One of the issues with her voice very low and it difficult to follow her. I admire fact makes an effort make class nice interactive, but she's not large classrooms.",1,😖awful,1.0
1763,"Not very clear, her voice isn't loud. If you sit beyond the 3rd row you'll end up lost and confused (about 80% of class). Very hard to follow, it seems like she is actually talking herself explaining material herself. Especially when makes a mistake starts correct Lectures aren't structured well. Just examples",2,😖awful,2.0
1764,"A horrible teacher, seemed to have a superiority complex and was so incredibly rude everyone. Yelled at students, wouldnt answer questions in class, couldnt off the cuff- told us read our notes or book instead. Do not take her you will be sorry !",1,😖awful,1.0
1765,"She should not be teaching a basic course. assumes we all are good/excellent in math, and just gives you an hour to do the exam. that's messed up. I recommend her as instructor.",2,😖awful,2.0
1766,"She knows what she's talking about, but tends to forget that there are students in her class who taking the as a requirement and have no prior background subjects. is rude when they questions during time, does not provide enough material for actually learn lectures.",1,😖awful,1.0
1767,i did not enjoy this class at all. shes really rude and helpful.,1,😖awful,2.0
1768,"she's alright. explains things ok-ok, just be attentive. i didn't really read the book much, did homework from it. went to her office hours, and it was helpful.",1,😖awful,1.0
1769,Great Teacher! She explains everything very well and the exams are fair. is organized knows her stuff.,2,😖awful,2.0
1770,She was great! helpful in her office hours and the exams were appropriate. Eventually she curved scores a lot final grades reasonable. Her lecture very clear gave of examples.,1,😖awful,1.0
1771,"pretty easy class....reads her notes directly....expect to take non-stop for the whole 50 minutes (just writing)... going class isn't mandatory, but book sucks and are best study material...",2,😖awful,2.0
1772,"The notes teach the class, she's just reading them, which is perfectly fine. Wasn't a hard class at all with her (they were typed up, so you didn't have to do much writing). Overall, was decently easy class.",2,😎awesome,2.0
1773,"Very good professor! One of the best at Purdue. VERY helpful during office hours, very organized, knowledgeable material, hws follow lecture notes, exams alternate between easy and hard (but she's curving if necessary). Explains concepts well with lots examples. Too bad not teaching other stat classes.",1,😎awesome,1.0
